0.22680609272786967, 1.0926008611173824e-10
8.616244091104427, 9.709111468707553e-11
19.24748125865444, 7.896522868499732e-11
28.207515637683244, 6.054123584037281e-11
34.932913145203656, 4.6415888336127916e-11
39.97994556653775, 3.665241237079641e-11
48.9137181874612, 3.888155180308101e-11
55.06851931432938, 3.455107294592232e-11
60.10361457288833, 3.1622776601683794e-11
67.35185980996036, 3.775053205324392e-11
74.04860812682043, 4.1246263829013646e-11
79.07415365515925, 4.248201698162608e-11
81.8579000143246, 4.7806525330073755e-11
85.74702764646898, 6.235507341273925e-11
89.07988349329132, 7.896522868499732e-11
95.17977367139379, 1.3836480680324637e-10
99.0617390058731, 1.9718405565126458e-10
100.70906746884403, 2.8100752424979183e-10
102.34207133648475, 4.780652533007396e-10
104.5265721243375, 8.886238162743407e-10
106.15241369431313, 1.6517667439704617e-9
108.33691448216591, 3.0702906297578498e-9
109.40409683426442, 5.707031326057179e-9
109.3563481831638, 1.02996036580999e-8
109.30382466695313, 1.9718405565126458e-8
109.25130115074249, 3.775053205324399e-8
109.20355249964187, 6.812920690579622e-8
109.14864155087618, 1.3433993325989014e-7
109.10328033233058, 2.3539371975499904e-7
